code,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len
'bali_phy_msa.87.fas', 71.2, 18.606, 11.971, 4.729, 5.543, 48.957, 125, 1.786, 57.792, 9, 1, 6, 2, 7, 0, 103, 10, 0, 0, 0, 0, 0, 9, 13, 1136, 2067, 1027, 280, 107
'bali_phy_msa.88.fas', 69.0, 19.315, 11.371, 3.743, 2.729, 51.157, 131, 1.871, 50.458, 12, 1, 7, 2, 4, 1, 108, 13, 0, 0, 0, 0, 0, 7, 17, 1153, 1873, 1124, 280, 107
'bali_phy_msa.89.fas', 74.829, 17.596, 15.557, 5.557, 2.771, 50.943, 119, 1.7, 56.798, 7, 3, 8, 0, 4, 1, 100, 10, 0, 0, 0, 0, 0, 8, 13, 1143, 2397, 955, 280, 107
'bali_phy_msa.9.fas', 75.629, 17.146, 14.614, 6.443, 4.686, 49.886, 113, 1.614, 57.212, 7, 0, 4, 2, 7, 2, 95, 14, 0, 0, 0, 0, 0, 9, 15, 1120, 2266, 1134, 280, 107
'bali_phy_msa.90.fas', 72.786, 18.077, 10.829, 5.729, 2.729, 53.5, 132, 1.886, 54.75, 12, 1, 6, 4, 4, 0, 110, 12, 0, 0, 0, 0, 0, 7, 19, 1134, 2108, 1024, 280, 107
'bali_phy_msa.91.fas', 73.671, 17.859, 12.714, 5.443, 4.614, 50.9, 111, 1.586, 60.225, 8, 3, 4, 2, 7, 1, 92, 14, 0, 0, 0, 0, 0, 9, 18, 1136, 2055, 1016, 280, 107
'bali_phy_msa.92.fas', 70.386, 18.778, 8.486, 6.586, 1.929, 53.386, 117, 1.671, 55.923, 13, 3, 6, 3, 6, 1, 92, 12, 0, 0, 0, 0, 0, 7, 22, 1136, 1715, 1381, 280, 107
'bali_phy_msa.93.fas', 77.6, 16.594, 11.286, 9.071, 4.571, 52.671, 110, 1.571, 56.945, 9, 3, 5, 3, 5, 2, 91, 7, 0, 0, 0, 0, 0, 8, 19, 1114, 2523, 1065, 280, 107
'bali_phy_msa.94.fas', 81.086, 15.943, 13.1, 4.514, 6.3, 57.171, 111, 1.586, 59.198, 11, 1, 3, 1, 5, 1, 92, 12, 0, 0, 0, 0, 0, 5, 23, 1103, 2269, 2054, 280, 107
'bali_phy_msa.95.fas', 78.6, 16.727, 13.729, 3.9, 3.757, 57.214, 119, 1.7, 56.672, 7, 1, 8, 4, 6, 0, 98, 8, 0, 0, 0, 0, 0, 10, 18, 1139, 2479, 1303, 280, 107
'bali_phy_msa.96.fas', 76.0, 17.312, 6.657, 8.2, 3.7, 57.443, 122, 1.743, 54.779, 8, 3, 9, 1, 9, 0, 96, 9, 0, 0, 0, 0, 0, 8, 18, 1134, 2224, 1389, 280, 107
'bali_phy_msa.97.fas', 73.143, 17.934, 7.757, 6.486, 4.543, 54.357, 120, 1.714, 52.417, 14, 4, 11, 0, 7, 0, 88, 13, 0, 0, 0, 0, 0, 7, 18, 1126, 2268, 906, 280, 107
'bali_phy_msa.98.fas', 69.1, 19.113, 6.586, 7.2, 2.8, 52.514, 135, 1.929, 56.059, 11, 3, 4, 2, 8, 0, 112, 9, 0, 0, 0, 0, 0, 8, 13, 1122, 1520, 1168, 280, 107
'bali_phy_msa.99.fas', 71.771, 17.928, 7.729, 6.471, 4.743, 52.829, 122, 1.743, 53.68, 13, 4, 4, 2, 5, 2, 100, 14, 0, 0, 0, 0, 0, 9, 14, 1092, 1996, 1150, 280, 107
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 61.257, 16.646, 8.329, 4.686, 2.014, 46.229, 118, 1.686, 37.873, 5, 0, 9, 0, 8, 0, 96, 14, 0, 0, 0, 0, 0, 15, 13, 757, 1097, 1183, 280, 107
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 55.871, 15.924, 7.643, 1.771, 6.343, 40.114, 115, 1.643, 34.278, 9, 2, 10, 0, 6, 1, 90, 19, 1, 0, 0, 0, 4, 15, 17, 632, 1096, 717, 280, 107
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 61.257, 16.646, 8.329, 4.686, 2.014, 46.229, 118, 1.686, 37.873, 5, 0, 9, 0, 8, 0, 96, 14, 0, 0, 0, 0, 0, 15, 13, 757, 1097, 1183, 280, 107
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 61.143, 16.694, 8.457, 3.757, 2.857, 46.071, 117, 1.671, 38.684, 5, 0, 9, 0, 7, 0, 96, 13, 0, 0, 0, 0, 0, 15, 15, 759, 1252, 963, 280, 107
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 55.871, 15.924, 7.643, 1.771, 6.343, 40.114, 115, 1.643, 34.278, 9, 2, 10, 0, 6, 1, 90, 19, 1, 0, 0, 0, 4, 15, 17, 632, 1096, 717, 280, 107
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 56.914, 16.423, 8.771, 1.771, 5.486, 40.886, 114, 1.629, 37.728, 8, 1, 10, 0, 5, 1, 91, 20, 1, 0, 0, 0, 4, 15, 17, 662, 1152, 557, 280, 107
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 61.143, 16.694, 8.457, 3.757, 2.857, 46.071, 117, 1.671, 38.684, 5, 0, 9, 0, 7, 0, 96, 13, 0, 0, 0, 0, 0, 15, 15, 759, 1252, 963, 280, 107
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 56.914, 16.423, 8.771, 1.771, 5.486, 40.886, 114, 1.629, 37.728, 8, 1, 10, 0, 5, 1, 91, 20, 1, 0, 0, 0, 4, 15, 17, 662, 1152, 557, 280, 107
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 70.629, 14.169, 13.014, 7.343, 5.271, 45.0, 139, 1.986, 33.194, 10, 5, 6, 1, 10, 0, 113, 19, 1, 0, 0, 0, 5, 10, 15, 715, 1589, 1543, 280, 107
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 69.3, 14.051, 12.671, 7.314, 5.457, 43.857, 143, 2.043, 32.867, 13, 5, 5, 0, 12, 1, 113, 19, 1, 0, 0, 0, 5, 10, 15, 695, 1748, 1445, 280, 107
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 70.629, 14.169, 13.014, 7.343, 5.271, 45.0, 139, 1.986, 33.194, 10, 5, 6, 1, 10, 0, 113, 19, 1, 0, 0, 0, 5, 10, 15, 715, 1589, 1543, 280, 107
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 69.3, 14.051, 12.671, 7.314, 5.457, 43.857, 143, 2.043, 32.867, 13, 5, 5, 0, 12, 1, 113, 19, 1, 0, 0, 0, 5, 10, 15, 695, 1748, 1445, 280, 107
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 54.157, 17.758, 9.3, 2.014, 1.857, 40.986, 105, 1.5, 45.343, 7, 2, 4, 2, 7, 2, 87, 11, 1, 0, 0, 0, 4, 12, 24, 706, 648, 912, 280, 107
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 54.157, 17.758, 9.3, 2.014, 1.857, 40.986, 105, 1.5, 45.343, 7, 2, 4, 2, 7, 2, 87, 11, 1, 0, 0, 0, 4, 12, 24, 706, 648, 912, 280, 107
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 60.886, 15.746, 7.671, 6.357, 2.029, 44.829, 132, 1.886, 35.515, 9, 3, 8, 1, 5, 3, 110, 26, 0, 0, 0, 0, 0, 13, 16, 701, 1313, 910, 280, 107
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 52.971, 17.891, 9.257, 2.071, 1.871, 39.771, 107, 1.529, 45.607, 8, 2, 6, 1, 5, 1, 88, 12, 1, 0, 0, 0, 4, 12, 24, 684, 743, 706, 280, 107
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 63.243, 15.175, 8.629, 7.114, 2.814, 44.686, 138, 1.971, 33.971, 8, 2, 9, 1, 5, 2, 116, 24, 0, 0, 0, 0, 0, 13, 18, 688, 1491, 946, 280, 107
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 63.243, 15.175, 8.629, 7.114, 2.814, 44.686, 138, 1.971, 33.971, 8, 2, 9, 1, 5, 2, 116, 24, 0, 0, 0, 0, 0, 13, 18, 688, 1491, 946, 280, 107
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 60.886, 15.746, 7.671, 6.357, 2.029, 44.829, 132, 1.886, 35.515, 9, 3, 8, 1, 5, 3, 110, 26, 0, 0, 0, 0, 0, 13, 16, 701, 1313, 910, 280, 107
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 52.971, 17.891, 9.257, 2.071, 1.871, 39.771, 107, 1.529, 45.607, 8, 2, 6, 1, 5, 1, 88, 12, 1, 0, 0, 0, 4, 12, 24, 684, 743, 706, 280, 107
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 63.714, 14.388, 10.486, 5.629, 5.329, 42.271, 143, 2.043, 33.909, 8, 0, 9, 3, 11, 2, 115, 19, 1, 1, 0, 0, 8, 5, 20, 569, 1195, 1226, 280, 107
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 62.171, 14.552, 8.929, 5.614, 5.357, 42.271, 148, 2.114, 33.047, 8, 0, 8, 3, 13, 2, 119, 16, 1, 1, 0, 0, 8, 5, 20, 549, 1024, 1285, 280, 107
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 63.714, 14.388, 10.486, 5.629, 5.329, 42.271, 143, 2.043, 33.909, 8, 0, 9, 3, 11, 2, 115, 19, 1, 1, 0, 0, 8, 5, 20, 569, 1195, 1226, 280, 107
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 62.171, 14.552, 8.929, 5.614, 5.357, 42.271, 148, 2.114, 33.047, 8, 0, 8, 3, 13, 2, 119, 16, 1, 1, 0, 0, 8, 5, 20, 549, 1024, 1285, 280, 107
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 58.414, 15.642, 7.014, 6.571, 3.7, 41.129, 143, 2.043, 33.196, 13, 6, 9, 4, 8, 1, 113, 27, 1, 1, 0, 0, 4, 12, 20, 597, 1382, 629, 280, 107
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 58.414, 15.642, 7.014, 6.571, 3.7, 41.129, 143, 2.043, 33.196, 13, 6, 9, 4, 8, 1, 113, 27, 1, 1, 0, 0, 4, 12, 20, 597, 1382, 629, 280, 107
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 58.529, 15.611, 7.129, 6.571, 3.7, 41.129, 142, 2.029, 33.218, 13, 6, 9, 4, 8, 1, 112, 27, 1, 1, 0, 0, 4, 12, 20, 597, 1390, 629, 280, 107
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 58.529, 15.611, 7.129, 6.571, 3.7, 41.129, 142, 2.029, 33.218, 13, 6, 9, 4, 8, 1, 112, 27, 1, 1, 0, 0, 4, 12, 20, 597, 1390, 629, 280, 107
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 65.657, 15.044, 9.043, 4.6, 4.843, 47.171, 131, 1.871, 32.611, 10, 2, 12, 3, 6, 3, 103, 23, 1, 0, 0, 0, 4, 12, 21, 732, 1636, 874, 280, 107
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 57.329, 15.572, 7.5, 3.8, 3.529, 42.5, 103, 1.471, 37.922, 6, 1, 9, 1, 3, 2, 85, 20, 2, 0, 0, 0, 6, 13, 18, 594, 1075, 806, 280, 107
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 65.657, 15.044, 9.043, 4.6, 4.843, 47.171, 131, 1.871, 32.611, 10, 2, 12, 3, 6, 3, 103, 23, 1, 0, 0, 0, 4, 12, 21, 732, 1636, 874, 280, 107
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 64.786, 15.369, 7.043, 5.257, 4.057, 48.429, 131, 1.871, 32.031, 9, 2, 11, 3, 4, 3, 107, 22, 1, 0, 0, 0, 5, 11, 21, 736, 1529, 846, 280, 107
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 65.657, 15.044, 9.043, 4.6, 4.843, 47.171, 131, 1.871, 32.611, 10, 2, 12, 3, 6, 3, 103, 23, 1, 0, 0, 0, 4, 12, 21, 732, 1635, 876, 280, 107
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 57.329, 15.572, 7.5, 3.8, 3.529, 42.5, 103, 1.471, 37.922, 6, 1, 9, 1, 3, 2, 85, 20, 2, 0, 0, 0, 6, 13, 18, 594, 1075, 806, 280, 107
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 57.586, 16.197, 7.371, 3.757, 3.571, 42.886, 103, 1.471, 39.825, 6, 1, 8, 0, 4, 2, 85, 20, 2, 0, 0, 0, 6, 13, 16, 655, 1043, 988, 280, 107
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 57.586, 16.197, 7.371, 3.757, 3.571, 42.886, 103, 1.471, 39.825, 6, 1, 8, 0, 4, 2, 85, 20, 2, 0, 0, 0, 6, 13, 16, 655, 1043, 988, 280, 107
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 66.329, 14.786, 10.1, 5.586, 2.6, 48.043, 119, 1.7, 38.176, 8, 1, 10, 1, 3, 2, 98, 20, 0, 0, 0, 0, 0, 7, 26, 677, 1596, 795, 280, 107
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 53.771, 17.922, 4.586, 2.871, 3.729, 42.586, 98, 1.4, 41.602, 8, 2, 4, 0, 6, 1, 80, 14, 0, 0, 0, 0, 0, 11, 16, 671, 848, 632, 280, 107
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 53.857, 17.931, 4.586, 2.857, 3.857, 42.557, 99, 1.414, 42.131, 8, 2, 3, 0, 6, 1, 82, 16, 0, 0, 0, 0, 0, 11, 12, 673, 626, 818, 280, 107
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 65.329, 14.997, 9.143, 5.586, 2.6, 48.0, 117, 1.671, 39.231, 8, 1, 10, 1, 3, 2, 96, 21, 0, 0, 0, 0, 0, 6, 28, 676, 1346, 973, 280, 107
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 52.871, 18.171, 4.586, 2.871, 3.729, 41.686, 100, 1.429, 40.89, 8, 2, 4, 0, 6, 1, 82, 14, 0, 0, 0, 0, 0, 11, 16, 665, 784, 633, 280, 107
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 63.514, 15.346, 8.229, 5.586, 2.6, 47.1, 120, 1.714, 39.525, 8, 1, 10, 1, 3, 2, 99, 21, 0, 0, 0, 0, 0, 6, 28, 668, 1218, 961, 280, 107
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 63.514, 15.346, 8.229, 5.586, 2.6, 47.1, 120, 1.714, 39.525, 8, 1, 10, 1, 3, 2, 99, 21, 0, 0, 0, 0, 0, 6, 28, 668, 1218, 961, 280, 107
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 52.957, 18.179, 4.586, 2.857, 3.857, 41.657, 101, 1.443, 41.416, 8, 2, 3, 0, 6, 1, 84, 16, 0, 0, 0, 0, 0, 11, 12, 667, 562, 819, 280, 107
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 51.5, 18.383, 5.771, 3.643, 3.471, 38.614, 102, 1.457, 43.48, 9, 1, 4, 2, 5, 0, 84, 15, 1, 0, 0, 0, 4, 9, 21, 695, 702, 689, 280, 107
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 74.643, 14.519, 10.614, 4.486, 5.2, 54.343, 115, 1.643, 39.826, 7, 1, 3, 1, 4, 0, 101, 17, 1, 0, 0, 0, 5, 12, 24, 843, 1864, 1396, 280, 107
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 51.5, 18.383, 5.771, 3.643, 3.471, 38.614, 102, 1.457, 43.48, 9, 1, 4, 2, 5, 0, 84, 15, 1, 0, 0, 0, 4, 9, 21, 695, 702, 689, 280, 107
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 68.614, 14.424, 6.357, 7.257, 5.457, 49.543, 134, 1.914, 34.254, 11, 0, 4, 4, 10, 1, 109, 27, 0, 0, 0, 0, 0, 9, 19, 689, 1623, 1106, 280, 107
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 74.643, 14.519, 10.614, 4.486, 5.2, 54.343, 115, 1.643, 39.826, 7, 1, 3, 1, 4, 0, 101, 17, 1, 0, 0, 0, 5, 12, 24, 843, 1864, 1396, 280, 107
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 51.586, 18.313, 5.929, 3.614, 3.471, 38.571, 95, 1.357, 44.884, 7, 0, 4, 1, 5, 0, 79, 14, 1, 1, 0, 0, 5, 8, 23, 679, 649, 690, 280, 107
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 70.743, 13.595, 7.257, 6.443, 6.4, 50.643, 137, 1.957, 32.942, 10, 0, 6, 3, 11, 1, 110, 25, 0, 0, 0, 0, 0, 8, 22, 647, 1790, 1169, 280, 107
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 73.814, 14.546, 9.743, 4.471, 5.271, 54.329, 113, 1.614, 40.885, 8, 1, 5, 1, 4, 0, 96, 19, 1, 0, 0, 0, 5, 9, 26, 832, 1750, 1466, 280, 107
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 50.571, 18.701, 4.9, 3.643, 3.471, 38.557, 103, 1.471, 43.437, 9, 1, 4, 2, 5, 0, 85, 15, 1, 0, 0, 0, 4, 9, 21, 693, 628, 767, 280, 107
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 68.614, 14.424, 6.357, 7.257, 5.457, 49.543, 134, 1.914, 34.254, 11, 0, 4, 4, 10, 1, 109, 27, 0, 0, 0, 0, 0, 9, 19, 690, 1623, 1106, 280, 107
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 69.843, 13.77, 7.257, 6.443, 6.4, 49.743, 138, 1.971, 32.819, 10, 0, 6, 3, 11, 1, 111, 25, 0, 0, 0, 0, 0, 8, 22, 645, 1788, 1104, 280, 107
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 73.014, 14.281, 10.643, 4.486, 5.286, 52.6, 116, 1.657, 38.009, 8, 1, 6, 1, 5, 0, 97, 19, 1, 0, 0, 0, 5, 9, 26, 798, 1747, 1359, 280, 107
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 56.6, 16.426, 9.086, 3.714, 4.429, 39.371, 100, 1.429, 37.14, 7, 0, 5, 1, 5, 1, 83, 14, 1, 1, 0, 0, 6, 7, 24, 678, 1031, 691, 280, 107
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 56.6, 16.426, 9.086, 3.714, 4.429, 39.371, 100, 1.429, 37.14, 7, 0, 5, 1, 5, 1, 83, 14, 1, 1, 0, 0, 6, 7, 24, 678, 1031, 691, 280, 107
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 56.457, 16.06, 9.471, 3.714, 4.429, 38.843, 105, 1.5, 35.952, 8, 0, 5, 1, 5, 1, 87, 15, 1, 1, 0, 0, 6, 7, 23, 649, 1004, 821, 280, 107
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 56.457, 16.06, 9.471, 3.714, 4.429, 38.843, 105, 1.5, 35.952, 8, 0, 5, 1, 5, 1, 87, 15, 1, 1, 0, 0, 6, 7, 23, 649, 1004, 821, 280, 107
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 49.871, 18.021, 7.614, 2.971, 3.743, 35.543, 98, 1.4, 40.531, 7, 2, 3, 2, 6, 0, 82, 16, 1, 0, 0, 0, 3, 7, 20, 623, 664, 673, 280, 107
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 49.2, 18.206, 7.614, 2.957, 2.857, 35.771, 94, 1.343, 41.894, 7, 2, 2, 2, 6, 0, 79, 16, 1, 0, 0, 0, 3, 7, 29, 619, 674, 619, 280, 107
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 47.171, 18.882, 6.686, 2.971, 3.743, 33.771, 102, 1.457, 40.431, 7, 2, 3, 2, 6, 0, 86, 16, 1, 0, 0, 0, 3, 7, 20, 609, 414, 680, 280, 107
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 46.514, 19.085, 6.686, 2.957, 2.857, 34.014, 99, 1.414, 41.313, 7, 2, 2, 2, 6, 0, 84, 16, 1, 0, 0, 0, 3, 7, 29, 606, 465, 587, 280, 107
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 45.214, 19.39, 5.714, 3.643, 2.114, 33.743, 109, 1.557, 40.303, 8, 1, 3, 4, 5, 2, 93, 23, 0, 0, 0, 0, 0, 14, 23, 600, 556, 421, 280, 107
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 45.214, 19.39, 5.714, 3.643, 2.114, 33.743, 109, 1.557, 40.303, 8, 1, 3, 4, 5, 2, 93, 23, 0, 0, 0, 0, 0, 14, 23, 600, 556, 421, 280, 107
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 46.457, 18.958, 7.743, 3.643, 1.186, 33.886, 104, 1.486, 40.144, 7, 0, 2, 4, 6, 2, 89, 18, 0, 0, 0, 0, 0, 9, 28, 618, 446, 532, 280, 107
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 44.3, 19.745, 5.729, 2.729, 2.1, 33.743, 109, 1.557, 40.229, 9, 1, 3, 3, 4, 2, 93, 23, 0, 0, 0, 0, 0, 14, 23, 596, 494, 421, 280, 107
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 70.986, 13.9, 11.414, 4.629, 5.571, 49.371, 115, 1.643, 35.122, 13, 1, 9, 3, 5, 1, 88, 17, 1, 0, 0, 0, 5, 10, 21, 720, 1843, 1224, 280, 107
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 69.443, 14.137, 9.486, 4.514, 6.5, 48.943, 122, 1.743, 33.393, 12, 1, 11, 2, 7, 1, 92, 17, 1, 0, 0, 0, 5, 10, 21, 698, 1662, 1306, 280, 107
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 69.2, 14.129, 10.5, 4.629, 5.571, 48.5, 118, 1.686, 35.017, 13, 1, 9, 3, 5, 1, 91, 17, 1, 0, 0, 0, 5, 10, 21, 709, 1657, 1286, 280, 107
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 68.514, 14.314, 8.571, 4.514, 6.5, 48.929, 123, 1.757, 33.748, 12, 1, 11, 2, 7, 1, 93, 17, 1, 0, 0, 0, 5, 10, 21, 696, 1594, 1309, 280, 107
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 47.243, 18.706, 7.443, 2.071, 2.829, 34.9, 104, 1.486, 39.442, 7, 0, 4, 1, 5, 0, 88, 18, 1, 1, 0, 0, 4, 10, 21, 630, 311, 893, 280, 107
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 48.086, 18.149, 9.314, 2.071, 2.9, 33.8, 102, 1.457, 39.735, 6, 0, 4, 1, 5, 0, 87, 20, 1, 1, 0, 0, 4, 12, 19, 610, 557, 807, 280, 107
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 48.086, 18.149, 9.314, 2.071, 2.9, 33.8, 102, 1.457, 39.735, 6, 0, 4, 1, 5, 0, 87, 20, 1, 1, 0, 0, 4, 12, 19, 610, 557, 807, 280, 107
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 49.0, 18.076, 9.229, 2.071, 2.829, 34.871, 102, 1.457, 41.186, 6, 0, 4, 1, 5, 0, 87, 18, 1, 1, 0, 0, 4, 10, 21, 634, 560, 881, 280, 107
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 55.4, 17.125, 10.286, 3.8, 1.086, 40.229, 112, 1.6, 36.679, 6, 3, 7, 0, 7, 0, 92, 14, 2, 0, 0, 0, 7, 8, 23, 684, 942, 873, 280, 107
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 52.514, 18.98, 3.929, 3.8, 2.014, 42.771, 109, 1.557, 38.872, 8, 0, 7, 0, 6, 0, 88, 15, 0, 0, 0, 0, 0, 5, 34, 771, 890, 731, 280, 107
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 53.543, 16.654, 10.3, 2.943, 1.029, 39.271, 123, 1.757, 34.211, 6, 3, 9, 1, 6, 0, 102, 13, 2, 0, 0, 0, 7, 8, 22, 608, 820, 685, 280, 107
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 55.257, 18.183, 4.871, 3.814, 3.671, 42.9, 105, 1.5, 38.914, 9, 0, 7, 0, 6, 0, 83, 15, 0, 0, 0, 0, 0, 6, 34, 784, 961, 759, 280, 107
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 53.543, 16.654, 10.3, 2.943, 1.029, 39.271, 123, 1.757, 34.211, 6, 3, 9, 1, 6, 0, 102, 13, 2, 0, 0, 0, 7, 8, 22, 608, 820, 685, 280, 107
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 55.257, 18.183, 4.871, 3.814, 3.671, 42.9, 105, 1.5, 38.914, 9, 0, 7, 0, 6, 0, 83, 15, 0, 0, 0, 0, 0, 6, 34, 784, 961, 759, 280, 107
